id,created_at,text,lang,conversation_id,reply_settings,referenced_tweets,in_reply_to_user_id,source,author_id,public_metrics,geo
1558332844136574978,2022-08-13T06:01:17.000Z,"@JamalShaikh @HTBrunch @ZARA @Fastrack @hankypanty Similarly the watch is seen only in the cover pic, where the credit is given only for pants and shoes, and the watch isn't credited. And where it ain't visible there's a mention of the brand.",en,1558305805266350080,everyone,"[{'type': 'replied_to', 'id': '1558332019737645056'}]",1428351632920645645,Twitter Web App,1428351632920645645,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1558265666095947776,2022-08-13T01:34:20.000Z,.@KaylaBraxtonWWE wears the Combination Tulle Dress from @ZARA ($39.90) and the They All Know My Name Chunky Bootie in Silver from #AzaleaWang (out of stock) https://t.co/trLai4un9l,en,1558265666095947776,everyone,,,Twitter for iPhone,1424426666277941249,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",
1560329702027444225,2022-08-18T18:16:05.000Z,@NooPuddles @hm have fabulous dresses that go well with leggings and they never need ironing 😊,en,1559186467494182914,everyone,"[{'type': 'replied_to', 'id': '1559186467494182914'}]",184564984,Twitter for iPhone,961713792005570566,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1560320303657619456,2022-08-18T17:38:44.000Z,H&amp;M is Being Sued For “Misleading” Sustainability Marketing. Fast-fashion is built on slave labour and volumes of clothes. ⁦@hm⁩ ⁦@svtnyheter⁩ ⁦@DNEkonomi⁩ ⁦@DiHallbart⁩ ⁦@sr_ekot⁩  https://t.co/aibewH6wIZ,en,1560320303657619456,everyone,,,Twitter for iPhone,3908996909,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 7, 'quote_count': 1}",
1560314358848032769,2022-08-18T17:15:07.000Z,"@Nestle @hm

80% of discarded clothes are incinerated, and #fastfashion brands like H&amp;M are to blame for the overconsumption of clothes and dumping. Yet, H&amp;M introduced its Conscious line in an attempt to misdirect consumers. Trust us, shopping from H&amp;m conscious won't help the planet.",en,1560314352380481536,everyone,"[{'type': 'replied_to', 'id': '1560314356243435520'}]",1458792594339598337,Typefully,1458792594339598337,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1560264391802572800,2022-08-18T13:56:33.000Z,#outfitoftheday @hm pants @VictoriasSecret crossbody bag https://t.co/X7bCNWJxuy,en,1560264391802572800,everyone,,,Twitter for Android,1549124854812639232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1560263688048689152,2022-08-18T13:53:46.000Z,"@climatecorporat @ZARA @UniqloUSA @hm Anything. Thats produced for mass individual consumption cannot be sustainable . Bottled water, cars, packaged food, Clothes , shoes , Mobile , TV  , Tablets . Everything adds to Waste dump. Faster than ever before.",en,1560238655033053184,everyone,"[{'type': 'replied_to', 'id': '1560241550139195392'}]",1403415957662437376,Twitter for Android,2837589067,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
1560254729837576192,2022-08-18T13:18:10.000Z,"Neutral tones with a pop of colour for the win 👌💚 We love this stylish summer look from @hm 

#clothes #ootdStyle #fashion #style #colourpop #Accessories #shopping #TheSpiresShoppingCentre #TheSpires #TheSpiresBarnet #barnet #northlondon #barnethighstreet #barnetlondon https://t.co/9DM5mTz388",en,1560254729837576192,everyone,,,Sendible,1649810408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1560079584304971777,2022-08-18T01:42:12.000Z,"8/17/22 LOTD Pants from @meijerstores , lace tank from @amazon @amazonfashion , @hm vest, @dotsfashions heels (I swear they’re comfy!!) #ootd https://t.co/PGpgikG8pV",en,1560079584304971777,everyone,,,Instagram,258837672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1559964386340376576,2022-08-17T18:04:27.000Z,"Not flattering, I know, but wearing an oversized shirt dress made me smile today • too busy for faff &amp; fuss so it was perfect as I raced around • 
Dress by @hm &amp; sandals by @oliverbonas • https://t.co/9FGFkULhDh",en,1559964386340376576,everyone,,,Instagram,176447378,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
1559954079098494976,2022-08-17T17:23:29.000Z,@Cj_Kirin2 @hm I use to struggle with finding my jean size and remember during covid we weren't allowed to go fit in the fitting room. She taught me this and I never struggle with pants sizes again,en,1559938640054308866,everyone,"[{'type': 'replied_to', 'id': '1559953478750961664'}]",1513986674920984576,Twitter for Android,967306742148329473,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1559947359664095233,2022-08-17T16:56:47.000Z,"Today's fashion choice✌🏽✌🏽✌🏽
On a budget😉
@hm cropped shirt
@bershka wide pants
@ASOS boots https://t.co/xn5fLZqBok",en,1559947359664095233,everyone,,,Twitter for Android,220536453,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
1559881077254246401,2022-08-17T12:33:24.000Z,"@hmnetherlands @hm
Got myself some new clothes👕
These are super comfy!💜💙💜💙 https://t.co/3UbiUb5qhn",en,1559881077254246401,everyone,,142229407,Twitter for Android,803025055508819968,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",{'place_id': '99cdab25eddd6bce'}
1559708562896703491,2022-08-17T01:07:54.000Z,"The average North American throws away 37 kg of clothes every year, @alia_d reports. Less than 15% of that is recycled. Big brands like @hm and @patagonia are hoping that new recycling tech &amp; boosting #secondhandshopping are the answer. #thriftshopday https://t.co/lf8Sw4x5rV",en,1559708562896703491,everyone,,,CoSchedule,321597295,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",
1559695539939205120,2022-08-17T00:16:09.000Z,🙄 Dress is from @hm @hmusa @hmfrance #fyp #curlyhaur #brunette #tiktoker #streamer #TikTok #streamergirl #twitch #twitchstreamer https://t.co/35DHkILuCb,en,1559695539939205120,everyone,,,Twitter for iPhone,1380593479613612032,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 53, 'quote_count': 0}",
1559566040631238656,2022-08-16T15:41:34.000Z,"@hm had a bad experience at ur Lakeside branch. A trouser (last piece) was really dirty &amp; the manager was not willing to be helpful, instead asked me what they should do? If all the other clothes are dirty should they offer discounts to all? I said yes, if they need to be washed.",en,1559566040631238656,everyone,,14399483,Twitter for iPhone,2450785300,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1559528771526336513,2022-08-16T13:13:28.000Z,"@AJIOLife @myntra @snapdeal @hm @amazonIN @Flipkart @Levis_IN @TataCLiQ 

1. Case in Point: Mismatch of sizes solved for online shopping of clothes.",en,1559528768850391041,everyone,"[{'type': 'replied_to', 'id': '1559528768850391041'}]",1066774827820736513,Twitter Web App,1066774827820736513,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",
1559432054668132352,2022-08-16T06:49:09.000Z,"@hm 2 muscle fit jersey top- incomplete only1 received
Zip front sweatshirt- size issue too small
Pajama shirt and shorts- didn't like it
Imitation suede shoes- too large
Slim fit easy iron shirt- too large
Shaping skinny jeans- too small
Long sleeves sports top- ordered by mist",en,1559432054668132352,everyone,,14399483,Twitter for Android,1559428788584595456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1559383750462545921,2022-08-16T03:37:12.000Z,"8/11/22 LOTD @hm pants, @oldnavy tank, @target @targetstyle vest &amp; sandals, @michaelkors watch, @stylewe necklace #ootd https://t.co/z4VsvoqYJj",en,1559383750462545921,everyone,,,Instagram,258837672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
1559284907788083204,2022-08-15T21:04:26.000Z,Corinna Brown - Short twill skirt in black/white checked by @hm - https://t.co/sDY2CJMMWV https://t.co/ZDirTLevCR,en,1559284907788083204,everyone,,,Twitter for iPhone,1525515243912298499,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",
1559270690381086721,2022-08-15T20:07:57.000Z,@hm when will the pants shown here be available online? https://t.co/pxlPkhUcKr,en,1559270690381086721,everyone,,14399483,Twitter for iPhone,912295575697203201,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1559246999165206530,2022-08-15T18:33:48.000Z,#outfitoftheday @Macys jewelry @Coach handbag @hm crochet top &amp; pants https://t.co/csuJfZSwvF,en,1559246999165206530,everyone,,,Twitter for Android,1549124854812639232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1559185096284016641,2022-08-15T14:27:49.000Z,"Hot tip: @hm has a Garment Collection program where if you bring in old clothes of any condition/brand, you can get a discount (usually ~15%) coupon for your next purchase. Great way to recycle clothes that aren't eligible for donation!",en,1559185096284016641,everyone,,,Twitter Web App,1443595240137449472,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",
1559123491324309504,2022-08-15T10:23:02.000Z,"My sister who loves @hm shops every month from the store here and has taken me along a bunch of times. 
I’ve always faced problems with finding pants my size and this time I just had to do something about it. 
#plussizefashion #midsize #sizeinclusivity",en,1559122718385385472,everyone,"[{'type': 'replied_to', 'id': '1559122718385385472'}]",2283241081,Twitter for iPhone,2283241081,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1558984167085355008,2022-08-15T01:09:24.000Z,3/ We gladly accept hand-me-ups from family &amp; friends these days due to rising charity &amp; tip shop textile prices. Free clothes are the way to go when there is so much textile waste - we're not shopping to keep it out of landfill at those prices. This @hm coat was our daughters. https://t.co/jjkWHAglO6,en,1558977104275918848,everyone,"[{'type': 'replied_to', 'id': '1558981357530845184'}]",2426396108,Twitter Web App,2426396108,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558872612540907520,2022-08-14T17:46:07.000Z,"Here for linen, fresh whites and sandals 🕊

shirt: @ukgap
vest: @hm
trousers: @andotherstories
sandals: @dune_london 
bag: @amazonfashioneu @ Manchester, United Kingdom https://t.co/TIgXs1k0z0",en,1558872612540907520,everyone,,,Instagram,87229885,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '315b740b108481f6', 'coordinates': {'type': 'Point', 'coordinates': [-2.2463, 53.4793]}}"
1558830828259385344,2022-08-14T15:00:05.000Z,"Life's a party, so dress for it!

Shirt, pants, sandals: @HM
Ring, watch: @Maisonsimons

📸: @Tracey.jazmin⁣⁣⁣⁣⁣⁣⁣⁣
Model: @lancedugay⁣⁣⁣⁣⁣⁣
📍: Glenora building – Former @royal_alberta_museum https://t.co/CVxV2dczOl",en,1558830828259385344,everyone,,,Emplifi,419663786,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558765315416174596,2022-08-14T10:39:46.000Z,"Won the contest of the prettiest chick wearing @hm cute fits ! 
Fashion styling Day2Night dress.  Nude colour casual dress truned into a sexy night club dress . Fashion Boss 💜 https://t.co/aCKc9GJh3j",en,1558765315416174596,everyone,,,Twitter for Android,1557223542625669121,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 15, 'quote_count': 0}",
1558647641663279108,2022-08-14T02:52:10.000Z,@hm your baby clothes are going to be the reason I have to go back to work and not be a stay at home mom 😅,en,1558647641663279108,everyone,,14399483,Twitter for iPhone,321152335,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558632654878216193,2022-08-14T01:52:37.000Z,"#Fashion👚👗 @jcrew Stretch linen a-line dress in black $168.00, jennifer fisher Large Double Lilly Hoops 10K Yellow Gold Plated Brass $475.00, @kendrascott Pearl Beaded Elton Gold Cuff Bracelet in Ivory Mother of Pearl $90.00 last @hm Ballet Flats $17.99 https://t.co/va8iSoRbed",en,1558632654878216193,everyone,,,Twitter for Android,1474642018886459393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558577635290226689,2022-08-13T22:13:59.000Z,Not me ordering clothes for Mexico last week from @hm and being guaranteed 3-5 day shipping. Only for them to tell me they won’t arrive until Monday afternoon when I leave Monday morning 🙃🙃,en,1558577635290226689,everyone,,,Twitter for iPhone,499897550,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",{'place_id': '69b7ed640da9394f'}
1558544010897080320,2022-08-13T20:00:23.000Z,@hm why can’t I find any XXL shirts in your stores?,en,1558544010897080320,everyone,,14399483,Twitter for iPhone,186484753,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558492386090795014,2022-08-13T16:35:14.000Z,"Out and About...
.
.
#whatimwearing 
Short Kaftan Dress @hm

Roxxy Stiletto Heels @shoedazzle 

Jewelry #vintage https://t.co/MLaQhkChHC",en,1558492386090795014,everyone,,,Instagram,288873370,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558486224796405762,2022-08-13T16:10:45.000Z,Come on @hm i order pants for a wedding I get the package and no pants.. completely wrong order instead got xs t shirts 😔😡.. how does that happen -_-,en,1558486224796405762,everyone,,,Twitter for iPhone,1033544222173888513,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1558484879423053824,2022-08-13T16:05:25.000Z,@ZARA You guys are brilliant! You found a way to reduce labor cost. All the fitting rooms are permanently closed at all the seattle area locations. Zara employees are now telling customers to buy clothes and try them on at @hm and come back if it doesn’t fit😂. This is genius! https://t.co/3ZU68lLJlh,en,1557773881347170304,everyone,"[{'type': 'replied_to', 'id': '1557773881347170304'}]",346742249,Twitter for iPhone,1234178884066656256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558452009459748868,2022-08-13T13:54:48.000Z,@greenwashdotcom @_DirtyFashion_ @qz @hm @HiggData H&amp;M have no intention of reducing their waste or number of #fastfashion clothes they make - do not believe them,en,1558435691989975041,everyone,"[{'type': 'replied_to', 'id': '1558435691989975041'}]",1491800642926514178,Twitter for iPhone,1224824519996723206,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558364150518239232,2022-08-13T08:05:41.000Z,"@avneetkaur_13 I wore this outfit yesterday but I’m going different places today…
So it’s okay!🖤 #ootd 

Top- @baesic_world 
Pants- @zara 
Jacket- @hm 
Shoes- @nike 
Bag- @gucci 
Shades- @versace
📸- @krupalakhanii.16 https://t.co/f7vniXU3EG",en,1558364150518239232,everyone,,788062532682420224,Instagram,1437114287894327298,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '7929cea6bd5b32bd', 'coordinates': {'type': 'Point', 'coordinates': [72.8764, 19.0627]}}"
1558359664215179264,2022-08-13T07:47:51.000Z,"#sjcartierltd #reselling #brandnew &amp; #used #Collectibles
#shopsmalluk &amp; don't forget HKNC4UUK #coupon to #save further.
#onlineshoppinguk #collectors
#CollectorsHelpingCollectors
#vintage #rare #antique #Collections #eBay #reseller
@hm

https://t.co/fZD85ib7FK",en,1558359664215179264,everyone,,,Twitter for Android,1273298286204661760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558302374686588928,2022-08-13T04:00:12.000Z,"i liked my outfit yesterday 🙆🏻‍♀️
polo: @uniqlophofficial 
dress: @hm https://t.co/McGA5wseag",en,1558302374686588928,everyone,,,Instagram,95186322,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558264488159285256,2022-08-13T01:29:39.000Z,#outfitoftheday @macys jewelry @CalvinKlein heels @hm pants &amp; sweater https://t.co/AY47nMNIYt,en,1558264488159285256,everyone,,,Twitter for Android,1549124854812639232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
